Sample 1 - CPU: 112.00 - MEM:   0.80
Sample 2 - CPU: 100.00 - MEM:   0.80
Sample 3 - CPU:  89.30 - MEM:   0.80
Sample 4 - CPU:  93.60 - MEM:   0.80
Sample 5 - CPU:  85.50 - MEM:   0.80
Sample 6 - CPU:  88.70 - MEM:   0.80
Sample 7 - CPU:  81.10 - MEM:   0.80
Sample 8 - CPU:  86.00 - MEM:   0.80
Sample 9 - CPU:  78.20 - MEM:   0.80
Sample 10 - CPU:  80.60 - MEM:   0.80
Sample 11 - CPU:  74.70 - MEM:   0.80
Sample 12 - CPU:  69.80 - MEM:   0.80
Sample 13 - CPU:  71.50 - MEM:   0.80
Sample 14 - CPU:  68.00 - MEM:   0.90
Sample 15 - CPU:  69.10 - MEM:   0.90
Sample 16 - CPU:  65.60 - MEM:   0.90
Sample 17 - CPU:  66.80 - MEM:   0.90
Sample 18 - CPU:  64.20 - MEM:   0.90
Sample 19 - CPU:  62.20 - MEM:   1.00
Sample 20 - CPU:  63.50 - MEM:   1.00
Sample 21 - CPU:  61.80 - MEM:   1.00
Sample 22 - CPU:  62.90 - MEM:   1.00
Sample 23 - CPU:  60.30 - MEM:   1.10
Sample 24 - CPU:  63.50 - MEM:   1.10
Sample 25 - CPU:  61.20 - MEM:   1.20
Sample 26 - CPU:  62.00 - MEM:   1.20
Sample 27 - CPU:  59.90 - MEM:   1.20
Sample 28 - CPU:  60.80 - MEM:   1.20
Sample 29 - CPU:  58.80 - MEM:   1.20
Sample 30 - CPU:  56.80 - MEM:   1.30
Sample 31 - CPU:  57.60 - MEM:   1.30
Sample 32 - CPU:  55.60 - MEM:   1.30
Sample 33 - CPU:  56.60 - MEM:   1.30
Sample 34 - CPU:  54.80 - MEM:   1.40
Sample 35 - CPU:  55.40 - MEM:   1.40
Sample 36 - CPU:  54.00 - MEM:   1.40
Sample 37 - CPU:  54.90 - MEM:   1.40
Sample 38 - CPU:  53.60 - MEM:   1.40
Sample 39 - CPU:  52.10 - MEM:   1.50
Sample 40 - CPU:  52.60 - MEM:   1.50
Sample 41 - CPU:  51.20 - MEM:   1.50
Sample 42 - CPU:  52.00 - MEM:   1.50
Sample 43 - CPU:  50.90 - MEM:   1.50
Sample 44 - CPU:  51.60 - MEM:   1.60
Sample 45 - CPU:  50.70 - MEM:   1.60
Sample 46 - CPU:  51.20 - MEM:   1.60
Sample 47 - CPU:  49.90 - MEM:   1.60
Sample 48 - CPU:  48.90 - MEM:   1.60
Sample 49 - CPU:  49.40 - MEM:   1.60
Sample 50 - CPU:  48.50 - MEM:   1.60
Sample 51 - CPU:  49.10 - MEM:   1.60
Sample 52 - CPU:  48.00 - MEM:   1.60
Sample 53 - CPU:  48.60 - MEM:   1.60
Sample 54 - CPU:  47.80 - MEM:   1.60
Sample 55 - CPU:  46.90 - MEM:   1.60
Sample 56 - CPU:  47.40 - MEM:   1.60
Sample 57 - CPU:  46.50 - MEM:   1.60
Sample 58 - CPU:  46.90 - MEM:   1.60
Sample 59 - CPU:  46.00 - MEM:   1.60
Sample 60 - CPU:  46.30 - MEM:   1.60
Sample 61 - CPU:  45.50 - MEM:   1.60
Sample 62 - CPU:  45.80 - MEM:   1.60
Sample 63 - CPU:  45.20 - MEM:   1.60
Sample 64 - CPU:  44.60 - MEM:   1.60
Sample 65 - CPU:  45.00 - MEM:   1.60
Sample 66 - CPU:  44.50 - MEM:   1.60
Sample 67 - CPU:  45.00 - MEM:   1.60
Sample 68 - CPU:  44.40 - MEM:   1.60
Sample 69 - CPU:  44.90 - MEM:   1.60
Sample 70 - CPU:  44.30 - MEM:   1.60
Sample 71 - CPU:  44.70 - MEM:   1.60
Sample 72 - CPU:  44.10 - MEM:   1.60
Sample 73 - CPU:  43.60 - MEM:   1.60
Sample 74 - CPU:  44.00 - MEM:   1.60
Sample 75 - CPU:  43.30 - MEM:   1.60
Sample 76 - CPU:  43.80 - MEM:   1.60
Sample 77 - CPU:  43.10 - MEM:   1.60
Sample 78 - CPU:  43.40 - MEM:   1.60
Sample 79 - CPU:  42.80 - MEM:   1.60
Sample 80 - CPU:  43.20 - MEM:   1.60
Sample 81 - CPU:  42.50 - MEM:   1.60
Sample 82 - CPU:  42.00 - MEM:   1.60
Sample 83 - CPU:  42.30 - MEM:   1.60
Sample 84 - CPU:  41.70 - MEM:   1.60
Sample 85 - CPU:  42.10 - MEM:   1.60
Sample 86 - CPU:  41.60 - MEM:   1.60
Sample 87 - CPU:  41.90 - MEM:   1.60
Sample 88 - CPU:  41.40 - MEM:   1.60
Sample 89 - CPU:  41.60 - MEM:   1.60
Sample 90 - CPU:  41.20 - MEM:   1.60
Sample 91 - CPU:  40.80 - MEM:   1.60
Sample 92 - CPU:  41.20 - MEM:   1.60
Sample 93 - CPU:  40.70 - MEM:   1.60
Sample 94 - CPU:  41.10 - MEM:   1.60
Sample 95 - CPU:  40.60 - MEM:   1.60
Sample 96 - CPU:  41.00 - MEM:   1.60
Sample 97 - CPU:  40.50 - MEM:   1.60
Sample 98 - CPU:  40.80 - MEM:   1.60
Sample 99 - CPU:  40.40 - MEM:   1.60
