Sample 1 - CPU: 124.00 - MEM:   0.80
Sample 2 - CPU: 103.00 - MEM:   0.80
Sample 3 - CPU:  90.80 - MEM:   0.80
Sample 4 - CPU:  95.80 - MEM:   0.80
Sample 5 - CPU:  86.00 - MEM:   0.80
Sample 6 - CPU:  90.40 - MEM:   0.80
Sample 7 - CPU:  81.50 - MEM:   0.80
Sample 8 - CPU:  84.30 - MEM:   0.80
Sample 9 - CPU:  78.10 - MEM:   0.80
Sample 10 - CPU:  79.40 - MEM:   0.80
Sample 11 - CPU:  73.50 - MEM:   0.80
Sample 12 - CPU:  68.50 - MEM:   0.80
Sample 13 - CPU:  71.00 - MEM:   0.80
Sample 14 - CPU:  66.30 - MEM:   0.90
Sample 15 - CPU:  68.50 - MEM:   0.90
Sample 16 - CPU:  64.60 - MEM:   0.90
Sample 17 - CPU:  67.30 - MEM:   0.90
Sample 18 - CPU:  65.70 - MEM:   1.00
Sample 19 - CPU:  67.50 - MEM:   1.00
Sample 20 - CPU:  64.90 - MEM:   1.00
Sample 21 - CPU:  66.60 - MEM:   1.00
Sample 22 - CPU:  63.70 - MEM:   1.10
Sample 23 - CPU:  61.30 - MEM:   1.10
Sample 24 - CPU:  62.20 - MEM:   1.10
Sample 25 - CPU:  60.00 - MEM:   1.10
Sample 26 - CPU:  61.00 - MEM:   1.20
Sample 27 - CPU:  58.80 - MEM:   1.20
Sample 28 - CPU:  59.50 - MEM:   1.20
Sample 29 - CPU:  57.60 - MEM:   1.20
Sample 30 - CPU:  55.90 - MEM:   1.20
Sample 31 - CPU:  56.60 - MEM:   1.30
Sample 32 - CPU:  54.70 - MEM:   1.30
Sample 33 - CPU:  55.60 - MEM:   1.30
Sample 34 - CPU:  54.00 - MEM:   1.30
Sample 35 - CPU:  54.90 - MEM:   1.40
Sample 36 - CPU:  53.50 - MEM:   1.40
Sample 37 - CPU:  54.20 - MEM:   1.40
Sample 38 - CPU:  52.70 - MEM:   1.40
Sample 39 - CPU:  51.30 - MEM:   1.40
Sample 40 - CPU:  52.10 - MEM:   1.50
Sample 41 - CPU:  50.70 - MEM:   1.50
Sample 42 - CPU:  51.30 - MEM:   1.50
Sample 43 - CPU:  50.20 - MEM:   1.50
Sample 44 - CPU:  51.10 - MEM:   1.50
Sample 45 - CPU:  49.90 - MEM:   1.50
Sample 46 - CPU:  50.30 - MEM:   1.50
Sample 47 - CPU:  49.10 - MEM:   1.50
Sample 48 - CPU:  47.90 - MEM:   1.50
Sample 49 - CPU:  48.30 - MEM:   1.50
Sample 50 - CPU:  47.30 - MEM:   1.50
